iter	Logloss
278	0.1322366834
279	0.1318750059
280	0.1315337656
281	0.1312306077
282	0.1307297951
283	0.1304465492
284	0.1298743078
285	0.1296803018
286	0.1294933448
287	0.1292280206
288	0.1289203478
289	0.1284407371
290	0.1281157231
291	0.1276578489
292	0.1271242612
293	0.1263974139
294	0.1261899644
295	0.1259686014
296	0.1256079006
297	0.1251727671
298	0.1250263435
299	0.1248114397
300	0.1245820511
301	0.1240222396
302	0.1235453196
303	0.1230633685
304	0.1228186934
305	0.122401325
306	0.1220317693
307	0.1214163315
308	0.1209834002
309	0.1205150217
310	0.1201429505
311	0.1197321979
312	0.1193135395
313	0.1189821492
314	0.118627926
315	0.1183087261
316	0.1180051352
317	0.1175186231
318	0.1172097708
319	0.1168148391
320	0.1164671304
321	0.1162244456
322	0.1159145798
323	0.1154789671
324	0.1151171053
325	0.1145898109
326	0.1142949275
327	0.1138099449
328	0.1135532453
329	0.1131357571
330	0.1128009206
331	0.1125846163
332	0.1123038766
333	0.1119231072
334	0.1116149644
335	0.1113189476
336	0.1111674562
337	0.1107511382
338	0.1105285313
339	0.1104558125
340	0.1100673215
341	0.1096583196
342	0.1091382584
343	0.108817271
344	0.1085163983
345	0.108353214
346	0.1081659621
347	0.1079585679
348	0.10754647
349	0.107125508
350	0.1067730355
351	0.1064541305
352	0.10612802
353	0.1059202203
354	0.1055340974
355	0.1052500591
356	0.105016994
357	0.1047909041
358	0.1043743557
359	0.1041203282
360	0.1038585792
361	0.1035081891
362	0.1033591671
363	0.1031913942
364	0.1029067016
365	0.1026415433
366	0.1024241517
367	0.1022613544
368	0.1020276351
369	0.101701543
370	0.101403628
371	0.1011354566
372	0.1008707682
373	0.1006368738
374	0.1001680162
375	0.09989186531
376	0.09971091598
377	0.09956129507
378	0.09928619458
379	0.09900446906
380	0.0987738273
381	0.09847626248
382	0.09832409845
383	0.09818652056
384	0.09809009349
385	0.09787607423
386	0.09765446244
387	0.09749262344
388	0.09737256184
389	0.09718645252
390	0.09704177046
391	0.09657985116
392	0.09624891235
393	0.09590153533
394	0.09559937261
395	0.09519691283
396	0.09493397515
397	0.0946338672
398	0.09434755298
399	0.09391053057
400	0.09383641119
401	0.0935536168
402	0.09316639739
403	0.09298094229
404	0.09263699297
405	0.09243147845
406	0.09207485033
407	0.09186126414
408	0.09162020107
409	0.0914295215
410	0.09113131168
411	0.09094677801
412	0.09081154975
413	0.09063670946
414	0.0904553547
415	0.09015699746
416	0.08980582417
417	0.08959338055
418	0.08936396428
419	0.08923328787
420	0.08892672073
421	0.0886949272
422	0.08844786566
423	0.08814577665
424	0.08788901251
425	0.08760701977
426	0.08745739886
427	0.08722902381
428	0.08687114255
429	0.08670185845
430	0.08640436735
431	0.08624333921
432	0.0859697775
433	0.08562533982
434	0.08545330987
435	0.08509975931
436	0.0848401664
437	0.0846479849
438	0.08441418265
439	0.08403005922
440	0.08383450531
441	0.08350962026
442	0.0832906806
443	0.08295556773
444	0.08278415514
445	0.08260192503
446	0.08243547891
447	0.08215776158
448	0.08205061834
449	0.08195829161
450	0.08169970305
451	0.08154003862
452	0.08126972954
453	0.08114100654
454	0.08095922793
455	0.08081460114
456	0.0805957444
457	0.08035893832
458	0.08014256943
459	0.07994756837
460	0.0797512681
461	0.07955759389
462	0.07937240601
463	0.07921097244
464	0.07896559711
465	0.07868510629
466	0.07846010365
467	0.07815571108
468	0.07805466767
469	0.07789961958
470	0.07778729794
471	0.07764617256
472	0.07745286693
473	0.07725521217
474	0.07700536332
475	0.07684003213
476	0.07660406914
477	0.07650272167
478	0.07631565407
479	0.07619538515
480	0.07604112487
481	0.07593198214
482	0.07583059781
483	0.07573288074
484	0.07544252608
485	0.07525591459
486	0.07511209866
487	0.07497388038
488	0.07476229368
489	0.07442861824
490	0.07425797965
491	0.0740788962
492	0.07382585461
493	0.07377384941
494	0.07367173715
495	0.07346032092
496	0.07337954424
497	0.07329369513
498	0.07310172095
499	0.07299064323
500	0.07292697741
501	0.0727728277
502	0.07258735878
503	0.07235181504
504	0.0722294637
505	0.07198885673
506	0.07175242843
507	0.07164882807
508	0.07156014558
509	0.07138261933
510	0.07120853922
511	0.0710537353
512	0.07084970428
513	0.07073032453
514	0.07044529569
515	0.07033557247
516	0.07022461914
517	0.07007802512
518	0.06994677281
519	0.06987130354
520	0.06968368309
521	0.06957646614
522	0.06944864153
523	0.06920104096
524	0.06908697322
525	0.0688514433
526	0.06879952564
527	0.06869127209
528	0.06847970843
529	0.06833144202
530	0.06818488485
531	0.06799905196
532	0.06781189223
533	0.06766487896
534	0.0674606268
535	0.06725677085
536	0.06701896041
537	0.06689905544
538	0.06681801616
539	0.0666432588
540	0.06658401121
541	0.06638412199
542	0.06630138729
543	0.06621972144
544	0.06616753657
545	0.06606398688
546	0.06592852827
547	0.06564972366
548	0.06549824148
549	0.0654159122
550	0.06529931055
551	0.06511878967
552	0.06497819873
553	0.06488304322
554	0.06471415994
555	0.06441208015
556	0.06430766433
557	0.064132672
558	0.06402430327
559	0.06388328386
560	0.06375169524
561	0.06354888511
562	0.06345007155
563	0.06329760344
564	0.06307644775
565	0.0629861159
566	0.06279203627
567	0.06267974227
568	0.06258844753
569	0.06242277542
570	0.0622976644
571	0.06217294499
572	0.06204275233
573	0.06194234931
574	0.0618531416
575	0.06173317214
576	0.06156113297
577	0.06149223807
578	0.06137240221
579	0.0612661159
580	0.06109148293
581	0.06098579554
582	0.06083200519
583	0.06059897234
584	0.06049395299
585	0.06034734053
586	0.06023905934
587	0.06003794463
588	0.05990679828
589	0.05972861783
590	0.05962821021
591	0.05948222432
592	0.05941155567
593	0.0593126039
594	0.05914993563
595	0.05887984769
596	0.05874476225
597	0.05863311325
598	0.05850910795
599	0.05843566121
600	0.05828143779
601	0.05820165164
602	0.05797785146
603	0.05782958045
604	0.05763964261
605	0.05744735976
606	0.05723615084
607	0.05701214334
608	0.05685412826
609	0.05674223048
610	0.05660390624
611	0.05639781123
612	0.05622761491
613	0.05614278397
614	0.0560520467
615	0.05587688391
616	0.05578885101
617	0.05572794486
618	0.05565963506
619	0.05556104725
620	0.05544310952
621	0.05539549491
622	0.0552362958
623	0.05508637543
624	0.05500876846
625	0.05487041197
626	0.05475744533
627	0.05466004155
628	0.05452625072
629	0.0544260366
630	0.05429970009
631	0.05418231983
632	0.05408258484
633	0.05390802098
634	0.05373431865
635	0.05358568827
636	0.05342127851
637	0.05328339194
638	0.05319893878
639	0.05310602234
640	0.0530101297
641	0.05292132281
642	0.05279092282
643	0.05267810361
644	0.05255790379
645	0.05245778181
646	0.05226501059
647	0.052102006
648	0.05201549806
649	0.05187985978
650	0.05172589436
651	0.05152641978
652	0.05141112194
653	0.05131910849
654	0.05125582045
655	0.05113121622
656	0.05104349662
657	0.05091962031
658	0.05086202668
659	0.05070838375
660	0.05061107212
661	0.05051990177
662	0.05037766609
663	0.05028836163
664	0.0501516637
665	0.05004200958
666	0.04996915255
667	0.04988365358
668	0.04978161503
669	0.04961190247
670	0.04949875615
671	0.04938246778
672	0.0493154019
673	0.04917998014
674	0.049132794
675	0.04904395486
676	0.04893145815
677	0.04884380764
678	0.04874039618
679	0.04863096781
680	0.04853036669
681	0.04843006963
682	0.04835333801
683	0.0482284896
684	0.04814388902
685	0.04810686158
686	0.04801381613
687	0.0479423136
688	0.04779903209
689	0.04767883688
690	0.04754195927
691	0.04747098195
692	0.04732199222
693	0.04724559692
694	0.04711198116
695	0.04703049959
696	0.04693704872
697	0.04681271171
698	0.04672148147
699	0.04663267458
700	0.04651163626
701	0.04638954752
702	0.04627978283
703	0.04620462224
704	0.04606725168
705	0.04601879396
706	0.04594029781
707	0.04582383898
708	0.04573186699
709	0.04558912452
710	0.04552579502
711	0.04546476908
712	0.0453660753
713	0.04529401991
714	0.04517212467
715	0.04509747086
716	0.04502138884
717	0.04493813814
718	0.04486271955
719	0.0447401056
720	0.04463809469
721	0.04452898422
722	0.04443616452
723	0.04440039483
724	0.04429458305
725	0.04422550846
726	0.04412276042
727	0.04403397196
728	0.04393796414
729	0.04386442525
730	0.04374388451
731	0.0436458173
732	0.043544069
733	0.04344492834
734	0.04337817574
735	0.04328988485
736	0.04324363856
737	0.04317554529
738	0.04301290005
739	0.04292514819
740	0.04283773266
741	0.04274135626
742	0.04264594737
743	0.0425773335
744	0.04248767429
745	0.04238773659
746	0.04224470387
747	0.04215316035
748	0.04205050906
749	0.0419116504
750	0.04180779664
751	0.04172165728
752	0.0416502607
753	0.04151714712
754	0.04143605716
755	0.04140163274
756	0.0412928033
757	0.04121871617
758	0.04115000094
759	0.04107951657
760	0.04097974473
761	0.04084048064
762	0.04077288955
763	0.0406577161
764	0.04054748148
765	0.04043113782
766	0.04034469899
767	0.04031136186
768	0.04023674951
769	0.04018006809
770	0.04012457069
771	0.04003004175
772	0.03991819004
773	0.03983922396
774	0.03971882143
775	0.03966385846
776	0.03961282076
777	0.03956507715
778	0.03948098795
779	0.03939714294
780	0.03930957997
781	0.03924665589
782	0.03920727421
783	0.03911641255
784	0.03905124941
785	0.03893598842
786	0.03887362181
787	0.03874989754
788	0.03871231724
789	0.03861887098
790	0.0385086617
791	0.03839957887
792	0.03832179682
793	0.03825815404
794	0.03817866966
795	0.03814047661
796	0.03806535288
797	0.03796336962
798	0.03790282282
799	0.03783530083
800	0.0377344348
801	0.0376483346
802	0.03760942284
803	0.03751602265
804	0.03742525082
805	0.03735480101
806	0.03730184444
807	0.03728134045
808	0.03718591773
809	0.03712696499
810	0.03702460856
811	0.03698091922
812	0.03691478398
813	0.03688703297
814	0.03683262286
815	0.03676413568
816	0.03668372758
817	0.03663986317
818	0.03655807753
819	0.03651002525
820	0.03645943904
821	0.0363950499
822	0.03633102012
823	0.03622911287
824	0.0361618558
825	0.03608805431
826	0.03600914582
827	0.03596154042
828	0.03586310235
829	0.0358388781
830	0.03580438457
831	0.03573972361
832	0.03566374065
833	0.03559301671
834	0.03552389836
835	0.03548546575
836	0.03539497726
837	0.03534302735
838	0.03530396125
839	0.03523388923
840	0.03521734966
841	0.03516740615
842	0.03510712425
843	0.03500046477
844	0.03493483631
845	0.03487729566
846	0.03482950828
847	0.03476376004
848	0.03467885077
849	0.03462366897
850	0.03455959311
851	0.03447227202
852	0.03438940831
853	0.0343355142
854	0.03426437102
855	0.03422521508
856	0.03417159739
857	0.03412538565
858	0.03406388287
859	0.03398234142
860	0.03393044679
861	0.03387481349
862	0.03382277834
863	0.03377885173
864	0.03375511354
865	0.03371024708
866	0.03364763859
867	0.03360616988
868	0.03354098831
869	0.03345295081
870	0.03336120919
871	0.03330816739
872	0.03322010225
873	0.03317926011
874	0.03313956053
875	0.03312632888
876	0.0330882441
877	0.03303262692
878	0.03299072284
879	0.03296962222
880	0.03290672579
881	0.0328470958
882	0.03278112181
883	0.0327607353
884	0.03271781995
885	0.03263881702
886	0.03262248477
887	0.0325695259
888	0.03252921819
889	0.03247396036
890	0.03242519627
891	0.03236783069
892	0.03229885055
893	0.03222392953
894	0.03216112524
895	0.03211647531
896	0.03206576472
897	0.03202695202
898	0.03196453012
899	0.03192957818
900	0.03191154591
901	0.03186526045
902	0.03183504464
903	0.03176721859
904	0.03175019527
905	0.03170624102
906	0.03164125065
907	0.03158446786
908	0.03149685883
909	0.03146041188
910	0.03142653571
911	0.03138304217
912	0.03130984422
913	0.0312775575
914	0.03124167032
915	0.03115951151
916	0.03113066171
917	0.03110762149
918	0.03106620116
919	0.03101090187
920	0.03097782734
921	0.03092464963
922	0.03085744093
923	0.03081908203
924	0.03077299007
925	0.03073551805
926	0.03070189527
927	0.03061508787
928	0.03053672533
929	0.03051665209
930	0.03045277895
931	0.03042153345
932	0.03037606345
933	0.03031459292
934	0.03024842083
935	0.0302042247
936	0.03012722126
937	0.03005121756
938	0.0300028566
939	0.02996014167
940	0.02989923551
941	0.0298494832
942	0.02979557065
943	0.02974578148
944	0.02970203916
945	0.0296482487
946	0.02962234055
947	0.02955966065
948	0.02951776809
949	0.02946147596
950	0.02942743163
951	0.02936418966
952	0.02930324665
953	0.02926031288
954	0.02923494606
955	0.02919011646
956	0.02915617348
957	0.02910669529
958	0.02904101386
959	0.02899429303
960	0.02896883407
961	0.02892752431
962	0.02890224273
963	0.02886549171
964	0.02880651133
965	0.02876406591
966	0.02873926117
967	0.02867554467
968	0.0286152144
969	0.02860197583
970	0.0285622348
971	0.02854544414
972	0.02851340391
973	0.02845373015
974	0.02839089131
975	0.0283412703
976	0.02829174373
977	0.02824313399
978	0.02821006406
979	0.02814457843
980	0.02812864469
981	0.02808367227
982	0.02804134203
983	0.02800603305
984	0.02796525541
985	0.02792280538
986	0.02790624969
987	0.02785819049
988	0.02784174076
989	0.02781845867
990	0.02778233883
991	0.02773220643
992	0.02769412626
993	0.02767136016
994	0.02760546449
995	0.02756035846
996	0.02750819893
997	0.02746746506
998	0.02743910131
999	0.02740607976
